CustomerKey,Gender,Name,City,"State Code",State,"Zip Code",Country,Continent,Birthday,Age
38558,Female,"Audrey Bold",BOSTOBRICK,NSW,"New South Wales",2453,Australia,Australia,1946-05-19,79
38613,Male,"Hamish Mason",Tacoma,NSW,"New South Wales",2259,Australia,Australia,1988-03-16,37
38865,Male,"Christopher Edmund",WINDORAH,QLD,Queensland,4481,Australia,Australia,1948-08-17,77
38950,Female,"Hannah Edmond","ARTHUR RIVER",TAS,Tasmania,7330,Australia,Australia,1954-12-08,71
39183,Male,"Julian Gutteridge",KURMOND,NSW,"New South Wales",2757,Australia,Australia,1973-04-25,52
39246,Male,"Darcy Falconer",MANDALAY,QLD,Queensland,4802,Australia,Australia,1974-10-20,51
39268,Female,"Madeleine Marx",KALLANGUR,QLD,Queensland,4503,Australia,Australia,1975-07-24,50
39314,Male,"Leo Ligar","LIGHT PASS",SA,"South Australia",5355,Australia,Australia,1985-04-20,40
39498,Female,"Amy Curtain",SWANBROOK,NSW,"New South Wales",2360,Australia,Australia,1996-08-13,29
39582,Male,"Mason Therry",RISDON,TAS,Tasmania,7017,Australia,Australia,1974-03-15,51
39592,Female,"Alicia Muntz","SOUTH SPRINGFIELD",TAS,Tasmania,7260,Australia,Australia,1965-04-20,60
39894,Female,"Samantha Begg",JUNEE,NSW,"New South Wales",2663,Australia,Australia,1941-02-26,84
39927,Male,"Bailey Barnet",SORELL,TAS,Tasmania,7172,Australia,Australia,1984-05-15,41
39996,Male,"Harry Dawes",BENDOURA,NSW,"New South Wales",2622,Australia,Australia,2001-05-09,24
40052,Female,"Isabel Dettmann",WAVERTON,NSW,"New South Wales",2060,Australia,Australia,1957-09-06,68
40221,Male,"Jonathan Hammond","PARA HILLS WEST",SA,"South Australia",5096,Australia,Australia,2001-11-01,24
40327,Female,"Madeleine Laing",PIALLIGO,ACT,"Australian Capital Territory",2609,Australia,Australia,1940-08-23,85
40363,Female,"Alyssa Henslowe","DOUBLE BAY",NSW,"New South Wales",2028,Australia,Australia,1984-07-08,41
40443,Female,"Amber Normanby","CARSS PARK",NSW,"New South Wales",2221,Australia,Australia,1938-04-13,87
40649,Male,"Kai De Vis",KANGIARA,NSW,"New South Wales",2582,Australia,Australia,1972-11-29,53
40662,Male,"Oliver Michie","MOUNT HICKS",TAS,Tasmania,7325,Australia,Australia,1960-12-18,65
40669,Male,"Cody Wheare","MARTINS CREEK",NSW,"New South Wales",2420,Australia,Australia,1968-09-22,57
40741,Male,"Leo Bussau",HARLAXTON,QLD,Queensland,4350,Australia,Australia,1937-06-13,88
41281,Male,"Lincoln D'Albertis","FITZGERALDS MOUNT",NSW,"New South Wales",2799,Australia,Australia,1945-10-27,80
41386,Female,"Stephanie Grant","SEAL BAY",SA,"South Australia",5223,Australia,Australia,1948-06-20,77
41570,Male,"Rory Brough","East Point",NT,"Northern Territory",820,Australia,Australia,1937-08-15,88
41674,Male,"Jonathan Hodges","NORTH LAKE GRACE",WA,"Western Australia",6353,Australia,Australia,1938-03-04,87
41707,Male,"Joseph Wheeler",YALLAH,NSW,"New South Wales",2530,Australia,Australia,1957-04-19,68
41892,Female,"Madeline Eales",DARGAN,NSW,"New South Wales",2786,Australia,Australia,1983-01-09,43
42134,Male,"Benjamin Ethel","EAST YUNA",WA,"Western Australia",6532,Australia,Australia,1942-09-22,83
42177,Male,"Brock James",ELLEKER,WA,"Western Australia",6330,Australia,Australia,1960-07-19,65
42364,Female,"Layla Silas","MARLO MERRICAN",NSW,"New South Wales",2446,Australia,Australia,1952-09-27,73
42408,Male,"Noah Hinchcliffe","THE PALMS",QLD,Queensland,4570,Australia,Australia,1988-11-04,37
42474,Male,"Alexander Leane",NUBBA,NSW,"New South Wales",2587,Australia,Australia,2000-05-23,25
42603,Female,"Amy Sawyer",CUSHNIE,QLD,Queensland,4608,Australia,Australia,2000-10-09,25
42840,Female,"Savannah Lansell",XANTIPPE,WA,"Western Australia",6609,Australia,Australia,1936-05-23,89
42956,Male,"Ben Raff",BARA,NSW,"New South Wales",2850,Australia,Australia,1944-05-06,81
43784,Male,"Jeremy Iliffe",SNOWTOWN,SA,"South Australia",5520,Australia,Australia,1951-03-19,74
43798,Female,"Rachel Welch",AMAMOOR,QLD,Queensland,4570,Australia,Australia,1966-01-11,60
43840,Female,"Rose Vlamingh",OATLANDS,TAS,Tasmania,7120,Australia,Australia,1950-01-19,76
44080,Female,"Rachel Baldwin",Brighton,VIC,Victoria,3186,Australia,Australia,1954-01-20,72
44195,Male,"Brayden Topp","LOWER MANGROVE",NSW,"New South Wales",2250,Australia,Australia,1984-01-09,42
44207,Female,"Stella Sternberg","KESWICK TERMINAL",SA,"South Australia",5035,Australia,Australia,1984-03-16,41
44301,Female,"Annabelle Feetham",DUNNROCK,QLD,Queensland,4740,Australia,Australia,1947-10-04,78
44493,Female,"Jorja Colechin","JACKEYS MARSH",TAS,Tasmania,7304,Australia,Australia,1963-04-28,62
44496,Male,"Spencer Beach","MOUNT JOY",SA,"South Australia",5670,Australia,Australia,1949-09-28,76
44728,Female,"Abbey Remington",DIGGORA,VIC,Victoria,3561,Australia,Australia,1953-03-14,72
44906,Male,"Tyson Backhouse","MOUNT GAMBIER",SA,"South Australia",5291,Australia,Australia,1994-10-06,31
45169,Female,"Victoria Ness",GLENROY,QLD,Queensland,4702,Australia,Australia,1990-04-04,35
45172,Female,"Audrey Crooke",SCOPUS,TAS,Tasmania,7330,Australia,Australia,1986-05-25,39
45250,Male,"Darcy Fryer",SACKVILLE,NSW,"New South Wales",2756,Australia,Australia,1968-11-21,57
45436,Female,"Maya McIlveen",MILLFIELD,NSW,"New South Wales",2325,Australia,Australia,1952-04-16,73
45522,Male,"Alexander Fenston",TIMBILLICA,NSW,"New South Wales",2551,Australia,Australia,1985-04-09,40
45781,Male,"Bailey Coxen",PONTVILLE,TAS,Tasmania,7030,Australia,Australia,1946-02-27,79
45814,Male,"Declan Richard","SPRING HILL",NSW,"New South Wales",2800,Australia,Australia,1968-04-05,57
46155,Female,"Alice Phillip",BOWES,WA,"Western Australia",6535,Australia,Australia,1956-02-16,70
46917,Male,"Jamie Price",MERU,WA,"Western Australia",6530,Australia,Australia,2000-01-03,26
46996,Male,"Jonathan Kempt","MURRAY ISLAND",QLD,Queensland,4875,Australia,Australia,1987-02-20,39
47382,Female,"Brooke Richardson",NORTHGATE,SA,"South Australia",5085,Australia,Australia,1955-05-02,70
47518,Female,"Alana Spencer",UNDULLAH,QLD,Queensland,4285,Australia,Australia,1946-05-13,79
47712,Male,"Aidan Dethridge",CREMORNE,NSW,"New South Wales",2090,Australia,Australia,1976-08-30,49
48080,Male,"Lincoln Muscio","FERNY CREEK",VIC,Victoria,3786,Australia,Australia,1940-04-10,85
48247,Male,"Joseph Clemes","HAY FLAT",SA,"South Australia",5204,Australia,Australia,1967-05-05,58
48367,Female,"Rose Allardyce",INSKIP,QLD,Queensland,4581,Australia,Australia,1949-04-09,76
48383,Female,"Chloe Gillen","KOYUGA SOUTH",VIC,Victoria,3621,Australia,Australia,1951-06-06,74
48466,Female,"Matilda Shields","HASTINGS POINT",NSW,"New South Wales",2489,Australia,Australia,1984-12-13,41
48733,Female,"Sophia Gunther",BALCOLYN,NSW,"New South Wales",2264,Australia,Australia,1989-07-22,36
48846,Female,"Lucy Kellway",BOWELLING,WA,"Western Australia",6225,Australia,Australia,1944-11-04,81
48925,Male,"Elijah Albert",WOOLOCUTTY,WA,"Western Australia",6369,Australia,Australia,1939-09-15,86
49400,Male,"Mason Ransford",WOOMBYE,QLD,Queensland,4559,Australia,Australia,1967-03-15,58
49501,Female,"Amelie Edmondson",BUNGABBEE,NSW,"New South Wales",2480,Australia,Australia,1982-07-16,43
49606,Female,"Claire Kerr",GREYMARE,QLD,Queensland,4370,Australia,Australia,1950-04-10,75
49748,Male,"Tyson Flowers",PARUNA,SA,"South Australia",5311,Australia,Australia,1980-02-14,46
49776,Female,"Jessica Warburton","ROCKLEY MOUNT",NSW,"New South Wales",2795,Australia,Australia,1944-07-31,81
49950,Female,"Tayla Canterbury","EAST LAUNCESTON",TAS,Tasmania,7250,Australia,Australia,1998-10-18,27
50075,Male,"Jayden Lloyd","MOUNT MURCHISON",QLD,Queensland,4715,Australia,Australia,1961-11-07,64
50122,Female,"Brianna O'Neil",SURBITON,QLD,Queensland,4724,Australia,Australia,1979-09-30,46
50681,Male,"Benjamin Makin","MOUNT DRUITT VILLAGE",NSW,"New South Wales",2770,Australia,Australia,1936-11-18,89
50705,Female,"Scarlett Reeve",YEAGARUP,WA,"Western Australia",6260,Australia,Australia,1948-08-23,77
50719,Female,"Angelina Wunderlich","POINT GREY",WA,"Western Australia",6208,Australia,Australia,1995-03-27,30
50741,Male,"Tyson Hurley",FRANKFORD,TAS,Tasmania,7275,Australia,Australia,1942-01-23,84
51172,Female,"Gabriella Tozer",ELINGAMITE,VIC,Victoria,3266,Australia,Australia,1957-12-04,68
51201,Female,"Samantha Jacoby","BIRMINGHAM GARDENS",NSW,"New South Wales",2287,Australia,Australia,1939-03-04,86
51228,Male,"Marcus Christian",GIRU,QLD,Queensland,4809,Australia,Australia,1978-01-31,48
51314,Female,"Bianca Stobie",DUVERNEY,VIC,Victoria,3323,Australia,Australia,1954-06-23,71
51429,Male,"Thomas Kavel","WONBOYN LAKE",NSW,"New South Wales",2551,Australia,Australia,1979-01-05,47
51648,Female,"Jasmine Sellar",KYBUNGA,SA,"South Australia",5453,Australia,Australia,1989-06-11,36
51649,Male,"Toby Batchelor",YANDINA,QLD,Queensland,4561,Australia,Australia,1958-02-26,67
51718,Female,"Phoebe Voss",HACKNEY,SA,"South Australia",5069,Australia,Australia,1938-07-25,87
52435,Male,"Charles Kenneally",YADBORO,NSW,"New South Wales",2539,Australia,Australia,1956-02-29,69
52536,Male,"Jamie Kavanagh",PINEWOOD,VIC,Victoria,3149,Australia,Australia,1987-02-16,39
52694,Female,"Grace Bidwill",Sheffield,TAS,Tasmania,7306,Australia,Australia,1972-05-21,53
53168,Male,"Dylan Monds",JOYNER,QLD,Queensland,4500,Australia,Australia,1959-04-05,66
53260,Female,"Keira Rowallan","MOUNT FRANKLIN",VIC,Victoria,3461,Australia,Australia,1936-05-09,89
53318,Female,"Grace Osburn",TOWNSON,QLD,Queensland,4341,Australia,Australia,1954-12-03,71
53891,Male,"Dominic Baylee",BINDA,NSW,"New South Wales",2583,Australia,Australia,1944-02-10,82
53920,Female,"Jade Higgins",BUCKENBOWRA,NSW,"New South Wales",2536,Australia,Australia,1986-03-27,39
54089,Male,"Jake Toft","THE GLEN",NSW,"New South Wales",2476,Australia,Australia,1936-09-11,89
54161,Male,"Leo Voss","WOODY POINT",QLD,Queensland,4019,Australia,Australia,1992-06-24,33
54535,Male,"Joshua Nugan",CANNINDAH,QLD,Queensland,4630,Australia,Australia,1957-11-08,68
54560,Female,"Eden Bickford","ABINGDON DOWNS",QLD,Queensland,4871,Australia,Australia,1962-05-30,63
54582,Female,"Leah Fairbridge",LIMONITE,VIC,Victoria,3871,Australia,Australia,1978-09-15,47
54627,Male,"John Randall",TROWUTTA,TAS,Tasmania,7330,Australia,Australia,1968-05-25,57
54704,Female,"Alice Bartlett",TRAVANCORE,VIC,Victoria,3032,Australia,Australia,1951-10-22,74
54752,Female,"Natasha Morrison","SOUTH BUNBURY",WA,"Western Australia",6230,Australia,Australia,1965-12-16,60
54794,Female,"Georgia Barclay-Harvey",GARIE,NSW,"New South Wales",2232,Australia,Australia,1965-08-09,60
54987,Male,"Isaac Sturt",MARMION,WA,"Western Australia",6020,Australia,Australia,1939-05-24,86
55039,Male,"James Connal","MOUNT MORIAC",VIC,Victoria,3240,Australia,Australia,1960-10-07,65
55066,Male,"Samuel Atherton","DOLLYS FLAT",NSW,"New South Wales",2429,Australia,Australia,1942-02-14,84
55084,Male,"Angus Ten",PARAP,NT,"Northern Territory",820,Australia,Australia,1963-12-03,62
55411,Female,"Lilian Stainforth","PHOENIX PARK",NSW,"New South Wales",2321,Australia,Australia,1982-02-05,44
55464,Female,"Holly Mansour","PADDYS RIVER",NSW,"New South Wales",2653,Australia,Australia,1981-11-16,44
55715,Female,"Eve Jephcott",HERDSMAN,WA,"Western Australia",6017,Australia,Australia,1986-03-23,39
55914,Male,"Lachlan Webb","SOUTH FREMANTLE",WA,"Western Australia",6162,Australia,Australia,1992-07-31,33
56161,Male,"Aidan Burnett","UPPER CASTRA",TAS,Tasmania,7315,Australia,Australia,1994-05-02,31
56480,Female,"Zoe Tyrrell",KYBUNGA,SA,"South Australia",5453,Australia,Australia,1975-03-25,50
56562,Female,"Lucy Mansour","ALBERT PARK",VIC,Victoria,3206,Australia,Australia,1949-11-05,76
56791,Male,"Charlie Kenyon",DUNLUCE,VIC,Victoria,3472,Australia,Australia,1994-08-26,31
56834,Female,"Abigail McElhone","PIKES CREEK",QLD,Queensland,4380,Australia,Australia,1964-01-13,62
56951,Female,"Kate Bardsley",HURSTBRIDGE,VIC,Victoria,3099,Australia,Australia,1985-10-20,40
56999,Female,"Amelia Fargher",CORNDALE,NSW,"New South Wales",2480,Australia,Australia,1984-02-26,41
57093,Male,"Hayden Laidley","SPRING MOUNTAIN",NSW,"New South Wales",2360,Australia,Australia,1954-02-09,72
57246,Male,"Toby Dillon","CITY WEST CAMPUS",SA,"South Australia",5000,Australia,Australia,1987-03-10,38
57294,Female,"Makayla Bold","TRARALGON EAST",VIC,Victoria,3844,Australia,Australia,1980-05-15,45
57307,Female,"Eva Hickson",RAINBOW,VIC,Victoria,3424,Australia,Australia,1980-11-14,45
57374,Male,"Jack Coote",COLONGRA,NSW,"New South Wales",2262,Australia,Australia,1938-01-19,88
57491,Male,"Ryan Custance",MILLBANK,QLD,Queensland,4670,Australia,Australia,1985-09-16,40
57662,Male,"Archer Tozer","COALSTOUN LAKES",QLD,Queensland,4621,Australia,Australia,1982-06-10,43
57681,Male,"Caleb Louat",ROCKWELL,WA,"Western Australia",6532,Australia,Australia,1958-05-05,67
57820,Male,"Edward Howarde",DARGO,VIC,Victoria,3862,Australia,Australia,1951-05-05,74
57938,Male,"Alexander Courtice",LIPAROO,VIC,Victoria,3549,Australia,Australia,1979-10-09,46
58066,Male,"Andrew Forde",ASHMONT,NSW,"New South Wales",2650,Australia,Australia,1942-10-23,83
58105,Female,"Mariam Bright",CAMBRAI,SA,"South Australia",5353,Australia,Australia,1980-04-12,45
58212,Female,"Amy Goffage",OAKFORD,WA,"Western Australia",6121,Australia,Australia,1965-01-04,61
58710,Male,"Jordan Foveaux",GOSNELLS,WA,"Western Australia",6110,Australia,Australia,1949-11-21,76
58919,Female,"Kaitlyn Fenton","FLOREAT FORUM",WA,"Western Australia",6014,Australia,Australia,1960-09-13,65
59159,Female,"Maya Pasley","CAPE HILLSBOROUGH",QLD,Queensland,4740,Australia,Australia,1947-07-29,78
59304,Male,"Patrick Collie",CARLINGFORD,NSW,"New South Wales",2118,Australia,Australia,1953-10-01,72
59422,Female,"Amber Sykes",HILLGROVE,NSW,"New South Wales",2350,Australia,Australia,1990-02-13,36
59529,Female,"Alice Blumenthal","FOREST GLEN",NSW,"New South Wales",2157,Australia,Australia,1992-05-28,33
59842,Male,"Lucas McClure",BLETCHINGTON,NSW,"New South Wales",2800,Australia,Australia,1939-01-19,87
59961,Male,"Harry Hambly",GALORE,NSW,"New South Wales",2652,Australia,Australia,1948-02-03,78
60009,Female,"Natasha Gall","TOWNSVILLE CITY",QLD,Queensland,4810,Australia,Australia,1989-10-12,36
60088,Female,"Evie Brownbill","PAGES FLAT",SA,"South Australia",5172,Australia,Australia,1982-06-02,43
60150,Female,"Jasmine Mackay","NORTHLAND CENTRE",VIC,Victoria,3072,Australia,Australia,1964-02-14,62
60407,Male,"Alexander Earp",POZIERES,QLD,Queensland,4352,Australia,Australia,1944-09-04,81
60411,Female,"Eliza Solly",HIGHBURY,WA,"Western Australia",6313,Australia,Australia,1938-10-15,87
60454,Male,"Toby Normanby","LOWER LEWIS PONDS",NSW,"New South Wales",2800,Australia,Australia,1953-05-05,72
60475,Male,"Joel Sharwood","CUDLEE CREEK",SA,"South Australia",5232,Australia,Australia,1948-05-27,77
60722,Male,"Logan Dowie",KOOROOMOOL,QLD,Queensland,4854,Australia,Australia,1985-06-08,40
60892,Male,"Seth Soubeiran",MOOLORT,VIC,Victoria,3465,Australia,Australia,1964-01-24,62
60995,Male,"Matthew Caron",TUENA,NSW,"New South Wales",2583,Australia,Australia,1955-09-17,70
61546,Female,"Alexis Heagney","COASTERS RETREAT",NSW,"New South Wales",2108,Australia,Australia,1953-09-14,72
61718,Female,"Chloe Schlapp","ALLIGATOR CREEK",QLD,Queensland,4816,Australia,Australia,1956-06-01,69
61773,Female,"Gabrielle Kossak",CAROONA,NSW,"New South Wales",2343,Australia,Australia,2001-04-22,24
61776,Male,"Mitchell Cockle","TALLOWWOOD RIDGE",NSW,"New South Wales",2453,Australia,Australia,1954-07-06,71
61825,Male,"Kai Culley",ERSKINEVILLE,NSW,"New South Wales",2043,Australia,Australia,1995-10-09,30
61881,Female,"Rose Budd",ALBERTON,VIC,Victoria,3971,Australia,Australia,1994-05-11,31
61947,Female,"Amber Tolmie",NORVAL,VIC,Victoria,3377,Australia,Australia,1996-12-15,29
62017,Female,"Grace Humphries",HASTINGS,WA,"Western Australia",6308,Australia,Australia,1954-09-21,71
62035,Male,"John Duesbury",TIARO,QLD,Queensland,4650,Australia,Australia,1952-03-18,73
62038,Male,"Henry Birdwood",HINDMARSH,SA,"South Australia",5007,Australia,Australia,1997-06-05,28
62076,Male,"Brock Edden",ORIELTON,TAS,Tasmania,7172,Australia,Australia,1945-12-03,80
62125,Female,"Ava Lowes",IVERAGH,QLD,Queensland,4680,Australia,Australia,1978-04-10,47
62133,Male,"Jonathan Fargher",GWABEGAR,NSW,"New South Wales",2356,Australia,Australia,1996-04-27,29
62163,Female,"Amelia O'Neil","POINT LEO",VIC,Victoria,3916,Australia,Australia,1961-09-22,64
62416,Female,"Isabelle Whitworth",EIMEO,QLD,Queensland,4740,Australia,Australia,1943-02-23,82
62473,Female,"Mary Baskerville","PORT GERMEIN",SA,"South Australia",5495,Australia,Australia,1966-09-03,59
62537,Female,"Lauren Nichols",WOOLOOMAN,QLD,Queensland,4310,Australia,Australia,1937-05-03,88
62590,Male,"Aiden Thirkell",ROMAINE,TAS,Tasmania,7320,Australia,Australia,1972-11-16,53
63342,Male,"Joel Spowers",KWEDA,WA,"Western Australia",6306,Australia,Australia,1971-10-06,54
63597,Male,"Darcy Penington",RIVERHILLS,QLD,Queensland,4074,Australia,Australia,1939-04-19,86
63681,Male,"Justin Grahamslaw","POSSUM BRUSH",NSW,"New South Wales",2430,Australia,Australia,1936-04-27,89
63807,Male,"Ashton Bower","ALLAMBIE HEIGHTS",NSW,"New South Wales",2100,Australia,Australia,1948-12-02,77
63957,Female,"Dakota Nixon-Smith",FORTHSIDE,TAS,Tasmania,7310,Australia,Australia,1991-01-13,35
64017,Female,"Ruby Sternberg",BRIGHTVIEW,QLD,Queensland,4311,Australia,Australia,1964-10-05,61
64037,Male,"Andrew Wilkie",WONGARBON,NSW,"New South Wales",2831,Australia,Australia,1936-09-13,89
64104,Female,"Brooke Cascarret",COOTRA,SA,"South Australia",5650,Australia,Australia,1938-06-26,87
64210,Male,"Lucas De Garis",Sheffield,TAS,Tasmania,7306,Australia,Australia,1992-04-05,33
64491,Male,"Oliver McCloughry",MELBA,ACT,"Australian Capital Territory",2615,Australia,Australia,1997-09-15,28
64511,Female,"Alice Gouger",ARGOON,QLD,Queensland,4702,Australia,Australia,1963-01-05,63
64764,Male,"Jacob Pelsaert",LESLEY,WA,"Western Australia",6111,Australia,Australia,1986-03-03,39
64842,Male,"Levi Strele","MOUNT OUSLEY",NSW,"New South Wales",2519,Australia,Australia,1971-09-05,54
64989,Female,"Alice Moynihan","COMMISSIONERS CREEK",NSW,"New South Wales",2484,Australia,Australia,1994-03-04,31
65112,Female,"Ebony Fairley","POINT TURTON",SA,"South Australia",5575,Australia,Australia,1951-09-03,74
65163,Female,"Abigail Considen",Beaufort,VIC,Victoria,3373,Australia,Australia,1954-01-19,72
65180,Female,"Maya Colvin",NORTHLAKES,NT,"Northern Territory",812,Australia,Australia,1979-01-28,47
65210,Female,"Caitlin Spooner",DOWLINGVILLE,SA,"South Australia",5555,Australia,Australia,1948-11-08,77
65269,Female,"Scarlett Roach",BARWIDGEE,VIC,Victoria,3737,Australia,Australia,1941-01-24,85
65283,Female,"Jessica Latham",BUNGUNDARRA,QLD,Queensland,4703,Australia,Australia,1943-04-05,82
65372,Male,"Logan Iredale","LONG FLAT",QLD,Queensland,4570,Australia,Australia,1986-06-11,39
65507,Female,"Grace Deane","DARLING HEIGHTS",QLD,Queensland,4350,Australia,Australia,1979-05-07,46
65544,Male,"Dylan Smerd","LAKE MUIR",WA,"Western Australia",6258,Australia,Australia,1957-11-14,68
65856,Male,"Harrison Cantamessa","ARNOLD WEST",VIC,Victoria,3551,Australia,Australia,1955-10-28,70
66352,Female,"Bethany Hose",NULSEN,WA,"Western Australia",6450,Australia,Australia,1959-03-10,66
66610,Female,"Charli Frost",FERNSHAW,VIC,Victoria,3778,Australia,Australia,1982-02-09,44
66677,Female,"Abby O'Mahony",TINGHA,NSW,"New South Wales",2369,Australia,Australia,1978-01-16,48
67066,Male,"Alexander Newling","MOUNT RICHON",WA,"Western Australia",6112,Australia,Australia,1950-09-09,75
67157,Male,"Levi Knox","KIAMA DOWNS",NSW,"New South Wales",2533,Australia,Australia,1937-04-04,88
67217,Male,"Aiden De Burgh","JUBILEE HEIGHTS",QLD,Queensland,4860,Australia,Australia,1983-03-04,42
67369,Female,"Rachel Gairdner","ZADOWS LANDING",SA,"South Australia",5254,Australia,Australia,1997-01-26,29
67380,Female,"Alexis Melville","HORSNELL GULLY",SA,"South Australia",5141,Australia,Australia,1958-03-13,67
67398,Male,"Harrison Trigg",MONASH,ACT,"Australian Capital Territory",2904,Australia,Australia,1998-02-04,28
67455,Male,"Logan Armytage","GREEN HILLS",NSW,"New South Wales",2730,Australia,Australia,1993-09-15,32
67481,Male,"Beau Fitzgerald","RED BANKS",SA,"South Australia",5502,Australia,Australia,1954-01-17,72
67744,Male,"Elijah Newbery",PUNCHBOWL,TAS,Tasmania,7249,Australia,Australia,1944-07-03,81
68000,Male,"Aaron Sasse","CANNING CREEK",QLD,Queensland,4357,Australia,Australia,1973-01-22,53
68082,Female,"Sienna Prentice","CROYDON PARK",NSW,"New South Wales",2133,Australia,Australia,1975-04-30,50
68537,Male,"Toby Vickery",MARMOR,QLD,Queensland,4702,Australia,Australia,1977-10-30,48
68745,Female,"Mia Bowser",SASSAFRAS,VIC,Victoria,3787,Australia,Australia,1942-10-03,83
68882,Male,"Tyson Spears",YIMBUN,QLD,Queensland,4313,Australia,Australia,1994-12-04,31
69066,Female,"Kaitlyn Siede",FARINA,SA,"South Australia",5733,Australia,Australia,1989-11-26,36
69280,Female,"Mikayla Edments",MARCOLLAT,SA,"South Australia",5271,Australia,Australia,1945-10-02,80
69557,Male,"Will Pryor",MAXWELTON,QLD,Queensland,4822,Australia,Australia,1974-02-13,52
69645,Female,"Ava Shout","MOUNT CLEAR",VIC,Victoria,3350,Australia,Australia,1995-11-28,30
69707,Female,"Zoe Burnett","UMINA BEACH",NSW,"New South Wales",2257,Australia,Australia,1935-08-09,90
69754,Female,"Lucy Stone-Wigg","MOUNTAIN CREEK",NSW,"New South Wales",2644,Australia,Australia,1962-04-17,63
69812,Female,"Alexandra Murphy",MARENGO,VIC,Victoria,3233,Australia,Australia,1983-04-19,42
69954,Female,"Keira Bourchier",Riverside,NSW,"New South Wales",2444,Australia,Australia,1957-12-02,68
69959,Male,"Marcus Kingsmill",MOLESWORTH,VIC,Victoria,3718,Australia,Australia,1977-02-15,49
70130,Female,"Alana Cordeaux",BALLIDU,WA,"Western Australia",6606,Australia,Australia,1969-07-07,56
70453,Female,"Isabella Ashby",BELLATA,NSW,"New South Wales",2397,Australia,Australia,1970-11-25,55
70544,Male,"Luca Symons",Woodford,NSW,"New South Wales",2463,Australia,Australia,1984-05-09,41
70584,Male,"Jesse Forbes",Dalton,NSW,"New South Wales",2581,Australia,Australia,1998-09-06,27
70598,Female,"Gemma Swanson",ALISON,NSW,"New South Wales",2259,Australia,Australia,1968-12-27,57
70912,Female,"Evie Wieck",SEVILLE,VIC,Victoria,3139,Australia,Australia,1977-11-15,48
71218,Male,"Declan Chaffey",Montrose,QLD,Queensland,4370,Australia,Australia,1947-10-26,78
71220,Male,"Finn Lysaght","BOORAN ROAD PO",VIC,Victoria,3163,Australia,Australia,1999-02-11,27
71282,Female,"Claudia Winter-Irving","GIN GIN",QLD,Queensland,4671,Australia,Australia,1947-06-04,78
71333,Male,"James De Mestre","HMAS WATSON",NSW,"New South Wales",2030,Australia,Australia,1979-12-27,46
71343,Male,"Liam Espie","PINK LILY",QLD,Queensland,4702,Australia,Australia,1980-06-07,45
71511,Male,"Ben Flick","BAKERS CREEK",NSW,"New South Wales",2422,Australia,Australia,1998-08-13,27
71625,Male,"Liam Gellert","MYRTLE CREEK",VIC,Victoria,3444,Australia,Australia,1972-11-04,53
71941,Female,"Erin Baylebridge",GREENETHORPE,NSW,"New South Wales",2809,Australia,Australia,1960-11-17,65
72003,Female,"Isabella Buntine",KILBIRNIE,QLD,Queensland,4354,Australia,Australia,1970-07-17,55
72194,Female,"Imogen Grills","WRATTENS FOREST",QLD,Queensland,4601,Australia,Australia,1981-06-01,44
72571,Female,"Claudia Callister",YOUNGHUSBAND,SA,"South Australia",5238,Australia,Australia,1966-12-18,59
72645,Female,"Abigail Chin Kaw","BAIRD BAY",SA,"South Australia",5671,Australia,Australia,1937-09-09,88
72719,Female,"Angelina Chinn","COCONUT GROVE",NT,"Northern Territory",810,Australia,Australia,1951-04-28,74
72812,Female,"Mary Reginald",BUSSELTON,WA,"Western Australia",6280,Australia,Australia,1966-05-23,59
72826,Male,"Hunter Edinburgh","COFFEE CAMP",NSW,"New South Wales",2480,Australia,Australia,1995-04-09,30
72959,Male,"Samuel Bryce","FLAMINGO BEACH",VIC,Victoria,3851,Australia,Australia,1974-05-14,51
73070,Male,"Tristan Minns",BEALIBA,VIC,Victoria,3475,Australia,Australia,1955-01-19,71
73324,Male,"Zachary Gyles",MOULDEN,NT,"Northern Territory",830,Australia,Australia,1967-08-31,58
73515,Female,"Ella Hoover",GUILDFORD,NSW,"New South Wales",2161,Australia,Australia,1953-08-15,72
73636,Female,"Poppy Birch",COMOBELLA,NSW,"New South Wales",2820,Australia,Australia,1986-06-25,39
73704,Female,"Ebony Forlong",Sherwood,NSW,"New South Wales",2440,Australia,Australia,1968-12-07,57
73955,Female,"Erin Brazenor",IRONBARK,QLD,Queensland,4306,Australia,Australia,1937-09-29,88
74071,Female,"Bethany Gow",CLYDE,VIC,Victoria,3978,Australia,Australia,1982-06-03,43
74210,Female,"Maddison Thurgood",BLACKBUTT,NSW,"New South Wales",2529,Australia,Australia,1959-04-23,66
74240,Male,"Darcy Sleep",NAPPERBY,SA,"South Australia",5540,Australia,Australia,1989-08-01,36
74581,Female,"Lily Allum",CLUNES,NSW,"New South Wales",2480,Australia,Australia,1956-10-11,69
74585,Male,"Hugo MacCarthy",BRIGHTLY,QLD,Queensland,4741,Australia,Australia,1956-07-22,69
74606,Male,"Julian Davenport",Cleveland,NSW,"New South Wales",2530,Australia,Australia,2001-10-26,24
74687,Male,"Lincoln Cordeaux",WALKAWAY,WA,"Western Australia",6528,Australia,Australia,1959-04-21,66
74715,Male,"Joel Tritton","LOWER MANGROVE",NSW,"New South Wales",2250,Australia,Australia,1976-01-18,50
74845,Male,"Jake Bugden",THALOO,VIC,Victoria,3825,Australia,Australia,1939-11-16,86
